x,y,z
2.142,0.648,1.593
2.143,0.647,1.321
2.144,0.514,1.321
2.147,0.68,1.89
2.147,0.687,0.562
2.15,0.478,0.85
2.166,0.668,0.369
2.161,-0.422,0.622
2.182,0.679,0.477
2.16,-0.667,1.814
2.179,0.681,0.975
2.171,0.679,1.124
2.153,0.675,1.762
2.159,-0.665,1.712
2.169,0.682,1.522
2.153,-0.447,0.705
2.18,0.679,1.18
2.164,0.543,1.119
2.156,0.678,1.865
2.181,0.679,1.38
2.172,-0.665,1.569
2.164,-0.665,1.272
2.169,-0.459,-0.227
2.157,0.674,1.833
2.178,0.703,2.078
2.163,0.672,1.685
2.155,0.527,1.532
2.174,-0.665,1.479
2.168,0.673,0.919
2.156,-0.685,2.018
2.176,-0.686,2.172
2.157,0.451,-0.254
2.158,0.703,2.024
2.169,-0.663,1.177
2.182,0.68,1.275
2.161,0.678,1.606
2.173,0.518,-0.075
2.162,-0.666,1.37
2.16,0.703,1.939
2.173,0.765,-0.221
2.17,0.675,1.234
2.162,-0.396,0.632
2.172,0.424,-0.257
2.17,0.68,1.435
2.163,0.657,2.144
2.172,0.677,1.321
2.179,0.515,-0.227
2.173,-0.433,-0.127
2.178,0.678,1.072
2.164,0.583,2.185
2.18,0.523,-0.176
2.179,-0.422,0.575
2.17,-0.666,1.623
2.176,-0.666,1.435
2.177,0.675,0.422
2.178,0.705,2.178
2.166,-0.687,2.102
2.17,0.675,1.74
2.169,-0.66,1.219
2.183,0.531,1.634
2.171,0.625,2.234
2.174,0.374,-0.258
2.183,-0.683,1.973
2.17,0.517,1.305
2.17,0.529,1.74
2.174,-0.665,1.524
2.177,-0.669,2.236
2.175,0.734,-0.233
2.184,-0.433,0.272
2.183,0.574,2.244
2.175,-0.857,1.134
2.183,0.675,1.566
2.188,0.702,2.228
2.177,0.275,-0.259
2.18,-0.772,1.136
2.185,0.68,1.023
2.178,-0.41,0.664
2.179,0.52,1.424
2.188,-0.666,1.326
2.186,-0.004,2.245
2.181,-0.225,2.241
2.181,0.523,1.227
2.184,0.678,1.488
2.189,-0.437,0.006
2.19,-0.434,0.134
2.185,-0.529,2.243
2.186,-0.423,2.245
2.184,0.421,2.245
2.185,0.176,2.245
2.185,-0.728,1.138
2.183,-0.173,2.242
2.186,-0.331,2.245
2.184,-0.576,2.243
2.184,-0.376,2.243
2.185,0.322,2.246
2.184,-0.076,2.244
2.184,-0.121,2.243
2.185,0.126,2.245
2.187,-0.278,2.246
2.19,0.703,1.982
2.186,0.677,2.247
2.186,-0.434,0.082
2.186,0.23,2.246
2.186,-0.433,0.311
2.184,0.767,-0.188
2.189,-0.685,1.14
2.186,-0.624,2.244
2.185,-0.667,1.78
2.186,0.074,2.246
2.186,-0.476,2.244
2.19,-0.433,-0.239
2.191,0.016,-0.238
2.19,-0.827,1.14
2.188,0.515,2.249
2.19,0.68,0.568
2.194,-0.686,2.068
2.19,-0.438,-0.068
2.194,0.681,0.536
2.191,-0.434,0.18
2.188,0.395,2.249
2.189,0.283,2.249
2.189,0.475,2.249
2.191,0.369,2.251
2.194,-0.437,0.228
2.19,0.475,2.251
2.19,0.263,2.25
2.19,0.185,2.25
2.191,0.542,2.251
2.191,0.523,1.197
2.192,0.449,2.252
2.193,0.075,-0.239
2.196,-0.671,1.874
2.193,-0.677,1.921
2.194,0.687,2.171
2.193,-0.407,0.45
2.198,-0.484,-0.193
2.198,0.689,1.969
2.199,-0.67,1.69
2.201,-0.469,-0.194
2.23,-0.425,0.221
2.218,-0.666,1.422
2.219,-0.429,0.004
2.201,0.677,1.971
2.202,0.674,0.476
2.202,0.684,2.059
2.208,-0.666,1.279
2.22,-0.434,0.369
2.222,-0.667,1.772
2.203,0.682,2.22
2.211,-0.412,-0.244
2.203,0.671,0.523
2.218,0.535,1.721
2.217,-0.122,-0.245
2.206,0.229,-0.241
2.214,-0.463,-0.221
2.205,0.13,-0.241
2.205,-0.077,-0.242
2.218,-0.432,0.331
2.206,-0.033,-0.242
2.204,-0.664,1.466
2.211,0.269,-0.242
2.208,0.179,-0.242
2.227,-0.665,1.368
2.225,-0.667,1.674
2.207,-0.451,-0.047
2.213,0.703,2.126
2.208,-0.452,-0.094
2.221,-0.46,0.272
2.216,0.684,2.129
2.219,-0.43,-0.082
2.214,0.472,-0.243
2.222,-0.688,2.13
2.212,-0.667,1.562
2.212,0.767,-0.218
2.222,-0.666,1.72
2.213,0.525,0.892
2.219,-0.667,1.821
2.213,0.556,2.019
2.231,0.517,-0.234
2.232,-0.675,2.234
2.214,-0.664,1.15
2.215,-0.51,0.546
2.215,0.441,-0.243
2.224,-0.416,0.578
2.227,-0.664,1.227
2.221,-0.433,0.487
2.22,-0.434,0.535
2.229,-0.667,1.624
2.218,-0.495,0.547
2.227,0.572,2.23
2.222,-0.58,0.57
2.22,0.527,1.539
2.22,0.553,1.986
2.221,-0.669,1.18
2.221,-0.397,0.642
2.224,0.764,-0.196
2.223,0.549,1.947
2.228,-0.666,1.525
2.228,-0.423,0.619
2.229,-0.379,-0.248
2.236,-0.455,0.418
2.227,0.362,-0.246
2.228,-0.521,2.239
2.226,-0.452,0.383
2.228,-0.433,0.418
2.232,-0.624,2.242
2.227,-0.686,2.027
2.231,-0.428,2.242
2.233,0.002,2.245
2.237,-0.424,0.078
2.233,-0.344,-0.249
2.229,0.536,1.605
2.23,-0.321,2.241
2.229,0.749,-0.197
2.229,0.529,1.306
2.231,-0.474,2.241
2.23,0.705,2.033
2.231,-0.123,2.242
2.231,-0.07,2.243
2.232,-0.268,-0.248
2.234,-0.577,2.244
2.233,-0.228,2.244
2.235,-0.666,1.32
2.232,0.529,1.423
2.234,0.687,2.036
2.233,0.53,1.187
2.234,-0.275,2.244
2.234,-0.375,2.245
2.233,-0.248,-0.249
2.236,0.53,2.248
2.237,0.273,2.249
2.237,0.227,2.248
2.242,-0.424,0.178
2.237,-0.423,0.284
2.237,0.487,2.25
2.237,0.127,2.249
2.238,0.174,2.249
2.238,0.306,2.249
2.238,-0.176,2.249
2.238,0.075,2.249
2.238,0.521,2.25
2.24,0.421,2.252
2.24,0.461,2.252
2.241,-0.295,-0.251
2.242,0.334,2.254
2.241,-0.32,-0.251
2.245,-0.224,-0.251
2.241,-0.148,-0.25
2.242,0.374,2.254
2.242,0.201,2.253
2.245,-0.425,0.131
2.243,0.55,1.93
2.248,-0.176,-0.252
2.256,-0.685,2.074
2.25,-0.184,-0.252
2.273,-0.667,1.173
2.274,-0.667,1.422
2.275,-0.425,0.26
2.259,-0.666,1.273
2.257,-0.825,1.139
2.255,-0.725,1.139
2.265,0.42,-0.254
2.271,0.54,1.689
2.257,0.76,-0.228
2.254,-0.86,1.138
2.259,-0.773,1.14
2.264,-0.668,1.576
2.265,-0.462,-0.219
2.257,-0.683,1.969
2.26,-0.667,1.48
2.258,-0.666,1.663
2.262,-0.687,1.141
2.279,-0.689,2.027
2.26,0.55,1.907
2.264,-0.438,0.704
2.264,-0.671,1.871
2.272,-0.681,1.93
2.266,-0.669,1.766
2.273,-0.69,2.173
2.266,0.558,1.173
2.274,0.559,2.24
2.281,-0.666,1.327
2.276,0.332,-0.257
2.275,-0.421,0.614
2.269,-0.612,-0.104
2.269,-0.609,0.88
2.271,-0.671,2.235
2.279,0.549,1.866
2.275,-0.623,2.238
2.273,0.39,-0.256
2.276,0.537,1.416
2.276,0.544,1.602
2.283,-0.666,1.22
2.277,-0.425,-0.105
2.281,-0.528,2.243
2.278,-0.498,0.554
2.278,0.298,-0.258
2.279,-0.124,2.242
2.279,-0.576,2.241
2.278,-0.666,1.632
2.282,-0.424,-0.069
2.283,-0.225,2.245
2.279,0.538,1.541
2.281,-0.071,2.245
2.281,-0.426,2.244
2.28,-0.178,2.243
2.283,-0.325,2.245
2.288,-0.424,0.002
2.282,-0.379,2.244
2.283,0.002,2.246
2.285,-0.666,1.525
2.284,-0.475,2.246
2.288,-0.426,0.519
2.282,0.538,1.301
2.282,-0.426,0.555
2.284,0.33,2.248
2.29,-0.669,1.731
2.283,0.162,2.247
2.284,-0.285,2.246
2.284,0.129,2.248
2.284,0.391,2.248
2.284,-0.61,-0.211
2.288,-0.67,1.835
2.285,0.541,2.249
2.285,-0.467,0.506
2.286,0.27,2.249
2.286,0.229,2.249
2.286,0.076,2.25
2.289,0.371,2.253
2.287,0.279,2.25
2.289,0.515,2.253
2.288,0.221,2.251
2.287,-0.466,0.482
2.293,-0.585,-0.213
2.287,0.544,1.819
2.288,0.331,2.251
2.291,0.474,2.254
2.289,0.426,2.252
2.288,-0.487,0.758
2.288,-0.259,2.25
2.289,0.183,2.252
2.289,-0.639,0.912
2.291,-0.423,0.086
2.292,-0.425,0.434
2.293,-0.424,0.338
2.293,-0.423,0.188
2.294,-0.544,0.556
2.294,-0.426,0.483
2.299,-0.425,0.127
2.298,0.54,-0.162
2.316,-0.425,0.371
2.329,0.528,-0.239
2.316,-0.609,0.326
2.3,-0.426,0.411
2.306,-0.426,0.224
2.313,-0.558,-0.217
2.301,0.564,1.159
2.328,-0.621,-0.01
2.301,-0.467,0.736
2.323,-0.424,0.315
2.303,-0.513,0.787
2.313,-0.426,-0.126
2.305,-0.483,0.558
2.307,-0.46,-0.228
2.317,-0.69,2.123
2.322,0.572,2.237
2.323,-0.672,2.235
2.305,-0.425,0.284
2.325,-0.669,1.628
2.315,-0.667,1.372
2.306,-0.685,2.006
2.306,0.542,1.282
2.323,-0.669,1.68
2.314,-0.667,1.477
2.308,0.543,-0.189
2.334,-0.425,0.066
2.322,-0.669,1.268
2.312,-0.607,0.272
2.312,-0.476,-0.191
2.316,-0.619,0.175
2.311,-0.427,0.163
2.323,-0.414,0.625
2.32,0.543,-0.125
2.326,-0.482,0.223
2.329,-0.56,0.844
2.324,-0.664,1.166
2.314,-0.473,0.534
2.317,0.543,1.406
2.318,-0.686,2.191
2.319,0.545,1.66
2.329,-0.428,-0.246
2.321,0.548,1.805
2.333,0.546,1.522
2.325,-0.669,1.823
2.329,-0.623,0.125
2.322,-0.668,1.769
2.336,-0.545,0.833
2.33,-0.671,1.582
2.335,-0.574,0.871
2.324,-0.427,0.69
2.328,-0.071,-0.245
2.326,-0.613,0.412
2.328,-0.534,-0.22
2.329,-0.527,2.24
2.333,-0.072,2.245
2.333,-0.423,-0.077
2.332,-0.377,2.243
2.329,-0.618,0.561
2.331,-0.48,2.242
2.335,-0.577,2.245
2.333,-0.123,-0.246
2.334,0.32,2.247
2.333,0.279,2.245
2.339,-0.62,0.92
2.334,-0.173,2.245
2.335,-0.228,-0.247
2.333,-0.275,2.244
2.331,0.544,1.383
2.333,-0.329,2.244
2.334,-0.126,2.245
2.334,-0.425,2.245
2.335,-0.221,2.246
2.337,-0.376,-0.248
2.334,-0.685,1.975
2.334,0.002,2.246
2.335,-0.275,-0.247
2.334,0.076,2.246
2.34,-0.176,-0.248
2.341,-0.424,-0.004
2.335,0.171,2.247
2.334,-0.484,0.315
2.334,-0.113,0.769
2.336,-0.627,2.246
2.334,-0.667,1.442
2.337,0.002,-0.247
2.336,-0.322,-0.247
2.339,-0.864,1.142
2.335,-0.616,0.462
2.337,0.124,2.249
2.337,0.225,2.249
2.342,-0.668,1.215
2.336,-0.667,1.538
2.342,-0.616,0.376
2.337,0.529,0.874
2.338,0.527,2.251
2.342,0.548,1.767
2.339,-0.626,0.069
2.342,0.473,2.254
2.34,0.424,2.252
2.34,-0.449,-0.172
2.342,0.376,2.254
2.342,0.216,-0.247
2.342,0.477,-0.247
2.34,-0.426,0.563
2.34,-0.675,1.888
2.341,-0.669,1.746
2.341,-0.617,0.899
2.345,-0.727,1.145
2.341,-0.68,1.925
2.342,-0.624,-0.197
2.343,-0.688,2.077
2.344,0.127,-0.248
2.345,-0.823,1.145
2.343,-0.668,1.326
2.345,-0.774,1.145
2.344,0.547,-0.089
2.345,0.174,-0.248
2.344,-0.424,0.463
2.345,-0.691,1.145
2.347,-0.576,0.909
2.346,0.285,-0.248
2.347,0.075,-0.249
2.345,-0.426,0.512
2.347,-0.544,0.874
2.346,0.342,2.257
2.346,-0.616,0.235
2.347,-0.486,0.186
2.348,-0.622,-0.092
2.349,-0.622,0.538
2.349,0.446,-0.248
2.364,-0.611,0.479
2.362,-0.668,1.812
2.351,-0.572,0.929
2.351,0.259,-0.249
2.363,-0.611,-0.008
2.373,-0.422,0.223
2.362,-0.518,0.817
2.353,0.425,-0.249
2.365,-0.481,-0.176
2.381,-0.421,0.491
2.364,-0.612,-0.079
2.353,0.323,-0.249
2.376,-0.665,1.381
2.353,0.243,-0.25
2.377,-0.664,1.275
2.372,-0.424,0.532
2.374,-0.608,0.378
2.372,-0.526,0.92
2.377,-0.423,0.173
2.365,-0.522,0.865
2.362,-0.617,-0.163
2.372,-0.462,-0.229
2.376,-0.422,0.383
2.355,0.387,-0.25
2.373,-0.422,0.123
2.38,-0.667,1.424
2.387,-0.678,1.118
2.361,-0.612,0.065
2.356,0.323,-0.25
2.382,-0.663,1.739
2.381,-0.574,-0.008
2.371,-0.614,0.525
2.356,0.404,-0.25
2.358,0.361,-0.251
2.36,-0.615,-0.119
2.367,-0.423,0.268
2.378,-0.684,2.038
2.376,-0.613,0.43
2.369,-0.576,-0.203
2.376,-0.496,0.528
2.373,-0.606,0.272
2.383,-0.665,1.169
2.383,-0.575,-0.084
2.38,-0.425,0.429
2.383,-0.68,2.167
2.372,-0.609,0.22
2.37,-0.667,1.476
2.361,-0.489,0.161
2.37,-0.574,-0.165
2.37,-0.611,0.173
2.363,-0.613,-0.202
2.378,-0.608,0.328
2.38,0.529,1.733
2.387,-0.663,1.623
2.367,-0.491,0.123
2.382,-0.663,1.529
2.38,-0.409,0.669
2.378,-0.419,-0.008
2.384,-0.575,0.067
2.382,-0.424,0.341
2.374,-0.42,-0.083
2.383,-0.615,0.122
2.371,-0.412,0.629
2.374,-0.665,1.228
2.368,-0.42,-0.12
2.382,-0.677,2.226
2.37,0.551,0.937
2.383,0.573,2.17
2.385,0.57,2.231
2.387,-0.577,-0.123
2.372,-0.492,0.341
2.377,-0.496,-0.083
2.384,0.571,2.122
2.383,-0.419,0.576
2.378,-0.528,-0.204
2.385,-0.496,-0.009
2.38,-0.626,2.242
2.379,-0.494,0.066
2.389,0.002,2.23
2.385,-0.667,1.919
2.386,0.172,2.227
2.391,-0.664,1.337
2.38,-0.576,2.242
2.391,-0.226,2.233
2.382,0.381,1.742
2.381,-0.495,0.379
2.386,-0.172,2.231
2.378,0.555,1.662
2.379,0.55,-0.229
2.385,0.324,1.743
2.386,0.552,1.617
2.388,0.068,2.233
2.389,-0.666,1.577
2.389,-0.127,2.229
2.391,-0.575,0.479
2.386,-0.664,1.675
2.382,-0.472,2.244
2.382,0.431,1.741
2.389,-0.678,2.123
2.382,0.07,1.741
2.39,-0.681,0.967
2.392,-0.577,0.536
2.39,-0.574,0.223
2.389,0.42,2.231
2.386,-0.004,1.743
2.384,0.169,1.742
2.391,-0.528,-0.172
2.384,-0.528,2.246
2.382,-0.499,-0.122
2.383,-0.423,2.245
2.386,0.119,1.743
2.39,-0.525,0.532
2.391,-0.073,2.231
2.389,-0.611,0.568
2.392,-0.573,0.328
2.389,0.375,2.235
2.385,0.555,1.265
2.39,-0.524,-0.084
2.387,-0.078,1.743
2.39,-0.583,0.569
2.391,-0.326,2.23
2.384,-0.375,2.246
2.392,-0.527,-0.011
2.392,-0.44,0.716
2.393,-0.182,1.479
2.393,-0.665,1.875
2.392,-0.486,0.768
2.392,-0.174,1.523
2.391,0.522,2.228
2.385,0.548,-0.152
2.385,-0.684,1.994
2.388,-0.514,0.179
2.39,-0.278,2.237
2.389,-0.208,1.568
2.385,-0.51,-0.123
2.386,0.547,-0.121
2.393,-0.578,0.272
2.39,0.276,2.239
2.392,-0.579,0.17
2.389,-0.178,1.568
2.393,0.128,2.222
2.39,-0.52,0.383
2.388,-0.128,1.744
2.387,0.275,1.744
2.388,0.225,1.745
2.387,0.478,2.251
2.386,0.443,2.25
2.387,-0.717,0.993
2.387,0.541,2.251
2.389,0.325,2.252
2.389,0.476,1.746
2.387,0.55,-0.204
2.387,0.098,2.25
2.392,-0.578,0.382
2.39,-0.175,1.667
2.388,0.29,2.251
2.392,-0.577,0.113
2.393,-0.177,0.926
2.394,-0.498,0.429
2.394,-0.518,0.272
2.389,0.119,2.251
2.393,0.554,1.367
2.393,-0.174,1.727
2.39,0.229,2.253
2.392,-0.52,0.23
2.394,-0.494,0.807
2.394,-0.175,1.368
2.392,-0.421,0.065
2.395,-0.579,0.432
2.395,0.565,2.023
2.392,-0.739,1.023
2.393,0.227,2.212
2.394,-0.523,0.487
2.393,0.564,-0.071
2.393,-0.181,0.58
2.392,-0.67,1.779
2.394,-0.499,0.48
2.392,0.554,1.505
2.394,0.547,1.428
2.394,-0.179,1.068
2.395,0.429,2.162
2.395,-0.431,-0.156
2.394,0.323,2.213
2.394,-0.166,1.964
2.393,-0.182,0.821
2.394,0.554,1.872
2.395,0.521,2.12
2.395,-0.183,0.875
2.393,0.543,1.637
2.394,-0.011,2.16
2.395,0.475,2.215
2.397,-0.52,0.06
2.395,-0.183,1.43
2.393,-0.14,1.963
2.396,0.54,0.944
2.394,-0.176,1.319
2.397,0.47,2.043
2.395,0.286,2.162
2.394,-0.172,0.544
2.394,0.326,2.161
2.396,0.324,2.12
2.397,0.561,1.167
2.395,-0.075,1.965
2.395,0.371,2.12
2.395,-0.085,2.16
2.397,0.564,2.078
2.395,-0.507,0.134
2.396,-0.169,0.997
2.396,-0.175,1.026
2.395,-0.05,1.965
2.396,0.425,2.12
2.398,-0.177,1.109
2.396,0.277,2.12
2.395,-0.386,2.118
2.397,-0.175,-0.042
2.398,0.462,2.078
2.395,0.204,2.162
2.398,-0.179,0.376
2.397,0.425,2.043
2.397,-0.175,0.63
2.395,0.551,-0.18
2.396,-0.209,1.748
2.398,-0.526,0.43
2.396,-0.126,2.162
2.397,0.477,2.163
2.398,-0.07,2.005
2.397,-0.176,1.283
2.397,-0.431,1.928
2.396,-0.037,2.004
2.397,0.177,2.163
2.398,-0.528,0.325
2.398,-0.176,0.223
2.396,0.549,1.574
2.397,-0.183,0.481
2.397,0.549,-0.084
2.396,0.019,2.12
2.398,0.558,0.864
2.398,0.372,2.164
2.398,0.141,2.078
2.396,-0.211,1.475
2.397,-0.201,-0.234
2.397,-0.2,-0.182
2.398,-0.184,1.181
2.398,-0.21,1.605
2.398,-0.174,0.672
2.398,-0.176,0.261
2.398,0.429,2.079
2.398,-0.438,2.162
2.397,-0.459,2.161
2.398,-0.336,2.163
2.397,-0.202,0.756
2.397,-0.227,2.162
2.397,0.41,1.855
2.398,0.176,2.121
2.398,-0.407,2.12
2.398,-0.632,1.137
2.398,-0.219,1.383
2.397,-0.363,2.162
2.398,-0.268,2.042
2.398,-0.18,1.224
2.398,-0.18,-0.234
2.398,0.223,2.122
2.398,0.323,2.006
2.397,-0.252,2.12
2.398,-0.173,1.606
2.398,-0.225,2.12
2.397,0.544,1.385
2.398,0.062,2.121
2.398,-0.18,2.163
2.399,-0.184,-0.169
2.398,-0.606,1.783
2.398,-0.2,1.507
2.398,0.567,1.13
2.398,0.077,2.077
2.398,0.11,2.163
2.399,-0.188,0.774
2.399,0.382,1.881
2.398,-0.801,1.08
2.399,-0.183,-0.099
2.399,-0.175,0.724
2.398,0.251,2.006
2.398,0.09,2.164
2.398,-0.869,1.136
2.399,0.384,2.026
2.399,-0.326,1.705
2.399,-0.178,-0.124
2.399,0.368,2.079
2.399,-0.212,1.672
2.398,-0.129,2.043
2.399,-0.441,2.042
2.399,-0.178,2.121
2.399,0.229,1.968
2.399,-0.12,1.93
2.399,-0.202,0.705
2.399,-0.774,1.052
2.399,-0.182,0.078
2.399,-0.51,2.12
2.399,0.009,2.078
2.399,0.168,2.078
2.399,0.553,1.478
2.399,0.546,1.786
2.399,-0.592,1.538
2.399,-0.601,0.97
2.399,0.224,2.006
2.399,-0.78,1.108
2.399,0.566,1.969
2.399,-0.523,2.03
2.399,-0.333,2.121
2.399,-0.242,2.043
2.399,0.348,1.894
2.399,-0.615,2.077
2.399,-0.438,2.077
2.399,0.562,0.837
2.399,0.562,1.932
2.399,-0.451,2.077
2.399,-0.714,1.053
2.399,-0.125,2.122
2.399,0.547,2.166
2.4,0.315,2.079
2.4,0.111,1.931
2.399,-0.201,0.647
2.4,-0.091,2.122
2.4,0.075,2.044
2.4,-0.201,1.166
2.4,-0.684,2.077
2.4,-0.575,1.967
2.4,-0.147,1.285
2.4,0.567,1.227
2.4,-0.643,1.538
2.4,-0.263,2.078
2.4,-0.594,1.784
2.4,-0.69,1.053
2.4,-0.648,2.121
2.4,-0.321,1.93
2.4,-0.57,2.163
2.4,-0.168,2.006
2.4,0.312,1.932
2.4,-0.143,1.606
2.4,-0.393,1.855
2.4,-0.455,1.967
2.4,-0.073,1.785
2.404,-0.422,2.021
2.402,-0.17,1.182
2.404,-0.478,2.024
2.401,-0.531,2.122
2.405,0.373,1.87
2.403,0.472,2.017
2.408,-0.17,0.482
2.4,0.382,2.166
2.4,-0.125,2.122
2.404,-0.225,1.127
2.401,0.371,2.027
2.402,-0.575,1.969
2.4,0.558,1.111
2.401,-0.065,2.123
2.402,-0.423,2.218
2.403,0.07,2.016
2.4,-0.32,2.122
2.403,-0.177,0.172
2.403,-0.177,0.526
2.406,-0.625,1.07
2.402,-0.177,2.08
2.406,-0.225,1.527
2.4,0.091,2.218
2.401,0.229,1.97
2.401,-0.536,-0.125
2.4,0.151,2.165
2.402,-0.168,0.768
2.409,0.073,1.919
2.403,-0.081,1.787
2.406,0.282,1.92
2.403,-0.621,1.118
2.407,-0.529,0.119
2.404,-0.163,-0.17
2.402,-0.175,0.712
2.401,0.008,2.03
2.401,0.269,2.219
2.403,-0.67,1.969
2.404,-0.177,0.223
2.403,-0.227,1.63
2.4,-0.502,0.836
2.401,-0.522,-0.007
2.413,-0.165,1.369
2.401,-0.278,2.217
2.403,-0.455,-0.218
2.406,-0.177,0.279
2.405,-0.561,0.176
2.402,-0.177,1.323
2.401,0.13,2.166
2.403,-0.57,0.134
2.402,-0.476,2.123
2.405,-0.426,1.771
2.402,-0.004,1.787
2.4,-0.02,2.123
2.402,-0.372,1.822
2.403,-0.627,2.165
2.402,-0.529,0.067
2.401,-0.367,2.122
2.403,-0.625,2.079
2.4,0.402,2.08
2.4,0.188,2.08
2.403,0.275,2.031
2.402,-0.223,2.02
2.403,0.565,1.199
2.403,-0.176,2.03
2.401,-0.326,1.706
2.4,-0.157,1.226
2.401,-0.411,2.165
2.405,-0.178,0.431
2.401,0.525,2.028
2.401,-0.654,2.164
2.401,-0.202,2.217
2.413,-0.426,1.071
2.404,-0.177,0.122
2.405,-0.228,1.432
2.406,-0.178,0.978
2.401,-0.552,0.209
2.402,0.172,1.822
2.401,-0.426,1.707
2.406,-0.323,1.369
2.403,0.334,2.07
2.404,-0.273,2.081
2.404,-0.42,1.625
2.404,-0.324,2.03
2.406,-0.223,1.179
2.404,-0.175,0.387
2.402,-0.418,2.079
2.406,0.082,2.066
2.404,0.129,2.126
2.404,-0.324,2.081
2.408,-0.179,-0.0
2.402,-0.515,0.342
2.401,0.259,2.166
2.404,-0.525,2.027
2.402,-0.122,1.879
2.402,0.426,1.971
2.412,0.541,1.671
2.401,-0.651,1.606
2.403,0.521,1.789
2.402,0.275,2.081
2.405,-0.222,1.272
2.405,-0.665,2.027
2.403,-0.56,0.417
2.403,0.275,1.971
2.412,-0.156,0.826
2.409,-0.621,1.525
2.402,-0.078,1.874
2.401,0.553,1.97
2.407,-0.527,1.126
2.406,-0.322,1.626
2.402,0.125,1.97
2.404,-0.67,1.133
2.401,0.567,1.227
2.403,-0.121,2.024
2.407,-0.476,1.432
2.403,-0.33,1.932
2.422,0.539,0.879
2.405,-0.626,1.37
2.404,0.327,2.033
2.402,-0.472,2.218
2.405,-0.58,1.708
2.402,-0.374,2.218
2.401,0.389,2.081
2.406,-0.571,1.524
2.406,-0.474,1.526
2.402,-0.115,1.969
2.404,0.374,1.972
2.402,0.321,1.971
2.401,-0.546,0.518
2.402,0.379,2.22
2.401,-0.653,1.284
2.404,-0.174,0.056
2.404,-0.768,1.072
2.406,-0.272,1.371
2.402,0.52,2.168
2.406,-0.523,1.881
2.401,-0.553,0.272
2.406,-0.726,1.073
2.407,-0.626,1.183
2.406,-0.528,0.43
2.403,-0.17,1.877
2.403,0.525,2.082
2.406,-0.578,0.978
2.406,-0.23,1.216
2.404,-0.373,1.88
2.41,-0.42,0.725
2.403,-0.275,1.675
2.406,-0.575,1.184
2.404,-0.573,2.124
2.404,-0.374,2.027
2.405,-0.224,1.324
2.402,-0.12,1.932
2.406,-0.374,1.43
2.403,-0.224,2.08
2.405,-0.579,1.823
2.403,-0.423,1.822
2.403,0.218,2.047
2.405,-0.824,1.126
2.409,-0.626,1.271
2.405,-0.56,0.367
2.404,-0.323,1.97
2.408,0.556,0.822
2.404,-0.422,1.97
2.403,-0.529,1.969
2.403,-0.171,-0.214
2.407,-0.628,1.022
2.403,0.52,1.972
2.404,0.376,1.824
2.407,-0.424,-0.177
2.404,-0.275,2.167
2.403,-0.175,1.823
2.407,-0.165,1.43
2.406,-0.321,1.824
2.406,-0.173,1.14
2.407,-0.527,1.469
2.402,-0.858,1.137
2.402,-0.279,2.124
2.402,-0.309,2.166
2.403,0.063,2.168
2.402,-0.533,0.468
2.409,-0.224,0.534
2.403,-0.224,1.933
2.405,-0.581,2.168
2.41,-0.475,0.932
2.404,-0.374,1.77
2.412,-0.228,0.774
2.402,0.371,1.934
2.404,-0.172,0.639
2.402,-0.651,1.384
2.408,0.527,1.87
2.405,-0.323,1.431
2.41,-0.572,1.771
2.404,-0.281,2.016
2.405,-0.272,1.871
2.407,-0.477,1.875
2.406,-0.177,0.33
2.406,-0.374,1.183
2.402,-0.515,-0.157
2.404,-0.534,0.165
2.403,-0.074,2.039
2.404,-0.221,1.877
2.402,-0.058,2.166
2.402,-0.435,2.123
2.405,-0.232,1.773
2.404,0.177,2.026
2.404,-0.622,2.124
2.404,-0.38,1.933
2.405,0.325,1.923
2.406,-0.573,2.026
2.405,-0.777,1.127
2.407,-0.28,1.772
2.405,-0.275,1.922
2.406,-0.622,1.626
2.405,0.424,1.886
2.405,-0.233,1.576
2.404,-0.655,1.182
2.407,0.003,1.928
2.404,0.223,2.075
2.404,-0.528,1.575
2.414,0.541,1.133
2.403,-0.13,1.822
2.405,0.002,1.972
2.406,-0.579,1.576
2.403,-0.071,2.081
2.404,-0.228,1.361
2.402,-0.546,-0.1
2.407,-0.322,1.184
2.402,-0.655,1.856
2.407,-0.582,1.927
2.403,0.036,2.168
2.404,-0.528,2.219
2.406,-0.626,0.984
2.409,-0.473,1.216
2.404,-0.227,1.709
2.405,-0.278,1.971
2.403,-0.384,2.166
2.404,-0.324,1.675
2.405,-0.623,1.971
2.406,-0.581,2.073
2.408,-0.172,1.936
2.407,-0.621,1.471
2.409,-0.469,0.776
2.407,-0.673,1.071
2.405,-0.627,2.22
2.404,0.131,2.022
2.406,-0.578,2.221
2.404,-0.175,1.642
2.407,-0.41,0.275
2.407,-0.726,1.127
2.403,-0.27,1.823
2.407,-0.324,1.879
2.405,0.48,1.826
2.407,-0.169,0.935
2.406,-0.375,0.973
2.403,-0.038,2.081
2.407,0.328,1.874
2.406,-0.425,1.432
2.407,0.274,1.827
2.404,-0.656,1.43
2.408,-0.225,-0.169
2.41,-0.407,0.121
2.408,0.325,1.827
2.405,-0.426,1.37
2.406,-0.627,2.026
2.406,-0.328,1.527
2.405,-0.531,0.209
2.406,-0.275,1.432
2.403,-0.131,1.608
2.403,-0.196,1.708
2.406,0.424,1.936
2.408,0.122,1.826
2.404,-0.482,1.97
2.405,0.424,2.011
