x,y,z
-0.421,0.676,-0.254
-0.427,-0.667,1.677
-0.424,1.277,0.125
-0.432,0.001,0.275
-0.425,-0.693,2.121
-0.426,-0.386,0.612
-0.427,1.275,-0.074
-0.425,1.265,-0.226
-0.424,1.278,0.525
-0.426,1.277,0.676
-0.426,1.276,0.725
-0.428,-2.154,-0.127
-0.424,1.279,0.075
-0.424,1.277,1.676
-0.442,-2.169,0.27
-0.425,1.274,1.125
-0.425,1.277,0.824
-0.424,-2.166,1.026
-0.427,1.277,2.178
-0.426,1.123,-0.259
-0.425,-2.168,0.975
-0.426,1.276,1.075
-0.425,1.275,0.974
-0.426,-2.183,0.434
-0.427,1.281,1.829
-0.424,-2.162,0.176
-0.426,-0.66,1.224
-0.421,-2.129,-0.289
-0.426,-0.672,1.119
-0.425,1.273,1.425
-0.431,0.002,0.475
-0.425,-0.437,0.681
-0.425,-0.412,0.475
-0.427,-1.722,-0.309
-0.422,1.275,1.325
-0.428,-2.164,-0.225
-0.427,-0.669,1.776
-0.417,-2.148,0.073
-0.425,-1.626,-0.31
-0.424,-2.171,1.127
-0.428,1.26,-0.257
-0.424,1.276,1.023
-0.423,-2.159,0.072
-0.427,1.28,1.576
-0.422,-0.664,1.524
-0.426,-2.156,-0.072
-0.438,-2.17,1.212
-0.428,-0.667,1.576
-0.416,-0.407,0.235
-0.423,1.275,0.925
-0.424,1.026,-0.257
-0.426,-0.665,1.43
-0.425,1.277,0.775
-0.423,1.074,-0.257
-0.423,-2.162,0.124
-0.443,-2.213,0.087
-0.422,0.92,-0.256
-0.422,-2.224,0.276
-0.425,-2.168,0.778
-0.424,1.28,1.976
-0.426,1.222,-0.257
-0.426,1.274,1.375
-0.424,-0.686,1.926
-0.424,-2.166,0.873
-0.422,-2.145,-0.123
-0.446,0.822,1.912
-0.429,-0.663,1.475
-0.429,-0.801,1.107
-0.423,-2.145,-0.081
-0.426,-2.156,-0.174
-0.42,-0.664,1.376
-0.421,-0.69,2.021
-0.441,-2.143,0.215
-0.42,0.825,-0.255
-0.422,1.278,1.73
-0.444,0.773,1.906
-0.427,0.776,-0.255
-0.425,-0.669,1.825
-0.445,0.738,1.908
-0.42,1.28,2.078
-0.423,-0.659,1.173
-0.425,-1.728,-0.296
-0.435,-2.148,0.636
-0.444,0.534,1.905
-0.426,-0.663,1.326
-0.444,-0.758,1.047
-0.444,0.64,1.904
-0.444,0.262,1.908
-0.424,0.871,-0.255
-0.443,0.592,1.903
-0.443,0.335,1.902
-0.443,0.669,1.901
-0.427,-1.69,-0.314
-0.443,0.246,1.905
-0.43,-0.692,2.173
-0.442,0.711,1.897
-0.442,0.474,1.897
-0.442,0.188,1.901
-0.442,0.693,1.898
-0.429,-0.002,0.425
-0.442,0.422,1.897
-0.442,0.615,1.897
-0.438,-2.204,0.468
-0.442,0.507,1.899
-0.441,0.311,1.897
-0.442,0.374,1.897
-0.426,-0.693,2.081
-0.421,-0.795,1.09
-0.442,-0.642,1.907
-0.441,0.564,1.895
-0.441,0.287,1.895
-0.441,0.126,1.897
-0.441,0.222,1.897
-0.429,-0.546,0.807
-0.441,-0.162,1.901
-0.441,0.161,1.897
-0.44,-0.178,1.896
-0.441,0.077,1.896
-0.422,1.277,1.523
-0.44,0.001,1.896
-0.44,-0.124,1.897
-0.43,-2.092,-0.306
-0.429,-2.149,0.694
-0.44,-0.074,1.894
-0.44,-0.277,1.895
-0.429,0.019,0.534
-0.439,-0.323,1.894
-0.42,-0.668,1.728
-0.439,-0.374,1.892
-0.439,1.227,2.253
-0.425,1.276,1.873
-0.439,-0.426,1.892
-0.439,-0.474,1.893
-0.439,-0.226,1.892
-0.423,-0.688,1.975
-0.425,1.228,2.246
-0.439,0.874,2.253
-0.438,-0.576,1.889
-0.424,1.014,2.251
-0.423,1.279,2.126
-0.437,-0.521,1.886
-0.429,1.029,2.248
-0.422,0.79,-0.249
-0.426,0.972,2.245
-0.425,0.876,2.246
-0.426,0.923,2.245
-0.426,1.177,2.242
-0.426,1.272,2.234
-0.426,1.13,2.243
-0.426,1.077,2.241
-0.425,0.672,2.241
-0.425,0.826,2.242
-0.425,0.474,2.244
-0.437,-0.617,1.888
-0.425,0.723,2.243
-0.425,0.527,2.244
-0.437,-2.16,-0.301
-0.425,0.774,2.241
-0.425,0.574,2.241
-0.436,0.02,0.314
-0.436,1.248,0.248
-0.424,0.623,2.24
-0.424,0.421,2.239
-0.424,0.375,2.239
-0.436,-2.149,0.702
-0.418,1.275,1.774
-0.424,-0.674,1.87
-0.424,0.324,2.24
-0.424,0.225,2.238
-0.423,0.273,2.238
-0.423,0.073,2.238
-0.422,0.175,2.238
-0.423,0.002,2.237
-0.422,-0.124,2.237
-0.421,-0.474,2.235
-0.422,-0.174,2.235
-0.422,-0.075,2.236
-0.421,-0.426,2.234
-0.423,0.123,2.236
-0.433,-0.65,1.135
-0.421,-0.224,2.233
-0.422,-0.274,2.235
-0.42,-0.523,2.234
-0.422,-0.576,2.234
-0.421,-0.375,2.234
-0.431,-1.126,0.613
-0.421,-0.324,2.233
-0.418,-0.677,2.227
-0.42,-0.626,2.231
-0.414,0.685,-0.249
-0.43,0.811,-0.249
-0.422,-1.109,0.559
-0.417,0.002,0.241
-0.412,-2.028,-0.302
-0.418,-0.594,0.862
-0.415,-2.199,0.387
-0.426,-1.949,-0.298
-0.413,-2.019,-0.293
-0.418,1.241,0.258
-0.419,-0.404,0.64
-0.41,-2.222,0.229
-0.407,-1.531,-0.309
-0.41,-1.075,0.58
-0.421,-0.535,0.794
-0.413,-1.579,-0.312
-0.409,-1.078,0.536
-0.418,-0.452,0.699
-0.417,-1.625,-0.297
-0.417,1.26,2.251
-0.41,0.731,-0.248
-0.413,-1.101,0.536
-0.409,-1.071,0.604
-0.41,-2.147,1.199
-0.404,-0.404,0.175
-0.404,-2.145,-0.216
-0.404,-0.003,0.382
-0.405,0.644,-0.249
-0.405,-0.71,0.991
-0.404,-1.041,0.6
-0.402,-0.397,0.22
-0.403,1.135,0.235
-0.403,-1.043,0.55
-0.402,-0.399,0.197
-0.401,-2.219,0.196
-0.4,1.248,-0.081
-0.377,1.277,0.623
-0.375,0.728,-0.253
-0.375,-2.173,0.524
-0.375,1.277,0.875
-0.375,-2.158,0.674
-0.375,1.277,0.825
-0.373,-0.406,0.231
-0.375,-0.407,0.276
-0.375,-0.661,1.221
-0.376,1.22,-0.256
-0.373,1.276,0.674
-0.376,1.277,0.011
-0.375,-0.405,0.176
-0.376,-2.225,0.324
-0.377,1.277,0.573
-0.376,1.175,-0.257
-0.372,-0.409,0.423
-0.375,0.773,-0.253
-0.385,-2.133,-0.227
-0.375,-0.411,0.525
-0.37,-0.407,0.374
-0.378,-2.166,1.074
-0.374,1.276,0.175
-0.366,1.275,-0.124
-0.375,1.278,0.524
-0.373,0.635,-0.252
-0.376,1.277,0.726
-0.373,-0.389,0.594
-0.375,-2.168,0.975
-0.378,-2.174,0.478
-0.394,-2.174,0.167
-0.374,-2.166,0.825
-0.374,0.679,-0.252
-0.378,1.273,1.473
-0.375,-0.662,1.327
-0.376,1.274,0.278
-0.374,1.277,2.168
-0.374,1.275,0.375
-0.376,0.977,-0.256
-0.375,-0.411,0.577
-0.379,-0.663,1.471
-0.375,-0.724,1.11
-0.374,1.279,1.577
-0.375,1.278,0.475
-0.377,-0.398,0.267
-0.375,-2.165,0.924
-0.374,1.276,0.225
-0.373,-0.405,0.126
-0.374,1.277,0.125
-0.374,-0.411,0.475
-0.376,1.274,1.125
-0.374,-2.162,0.074
-0.374,-0.664,1.38
-0.376,1.277,0.776
-0.375,-2.158,0.003
-0.379,1.226,-0.175
-0.373,-2.229,0.226
-0.374,1.277,0.425
-0.375,-0.776,1.11
-0.374,-0.406,0.325
-0.375,-2.228,0.276
-0.375,-0.668,1.718
-0.382,-2.135,-0.125
-0.373,-2.216,0.373
-0.372,-2.21,0.424
-0.378,-2.169,0.572
-0.376,-0.664,1.424
-0.39,-2.17,0.124
-0.374,-0.398,0.172
-0.38,-1.522,-0.309
-0.374,1.274,0.973
-0.369,-2.206,0.47
-0.375,-2.166,0.775
-0.377,1.278,1.923
-0.375,1.272,0.325
-0.375,1.275,1.077
-0.376,1.126,-0.258
-0.379,1.228,-0.227
-0.397,-1.058,0.572
-0.374,-2.161,0.624
-0.375,1.276,1.024
-0.376,-0.67,1.119
-0.376,0.876,-0.255
-0.374,1.277,0.075
-0.375,-0.384,0.609
-0.375,-2.168,1.126
-0.374,1.276,0.925
-0.378,1.28,1.873
-0.391,0.004,0.367
-0.394,-1.723,-0.306
-0.373,0.926,-0.255
-0.38,1.226,-0.125
-0.373,-0.692,2.182
-0.384,-2.132,-0.173
-0.38,-0.676,1.876
-0.377,1.277,1.626
-0.367,-2.155,-0.08
-0.385,-2.192,0.422
-0.374,-2.16,0.725
-0.375,1.273,1.222
-0.374,-2.167,0.875
-0.378,-2.128,-0.276
-0.369,-0.803,1.105
-0.376,1.274,1.374
-0.372,-2.225,0.176
-0.378,-2.128,-0.074
-0.374,-2.167,1.024
-0.371,-0.667,1.576
-0.369,-0.001,0.238
-0.394,-1.04,0.565
-0.371,-0.398,0.226
-0.38,-1.616,-0.308
-0.375,-0.69,2.067
-0.371,1.274,1.174
-0.375,1.274,1.276
-0.379,1.281,1.775
-0.379,-2.078,-0.308
-0.372,0.715,-0.248
-0.376,1.274,1.424
-0.393,-1.043,0.515
-0.379,1.278,2.129
-0.375,1.28,2.025
-0.377,-0.667,1.526
-0.373,1.273,1.323
-0.373,-2.163,1.176
-0.389,0.879,-0.249
-0.372,1.278,1.722
-0.397,-0.667,1.098
-0.385,-0.001,0.572
-0.373,-0.399,0.324
-0.37,-0.437,0.682
-0.375,-0.688,1.964
-0.379,1.223,-0.074
-0.374,1.072,-0.256
-0.373,-0.0,0.327
-0.375,1.025,-0.256
-0.374,-0.659,1.175
-0.376,-0.666,1.628
-0.378,-0.669,1.772
-0.372,1.279,1.825
-0.373,-0.661,1.273
-0.395,0.962,2.254
-0.394,0.715,2.254
-0.377,1.066,2.252
-0.38,1.125,2.242
-0.382,-1.633,-0.297
-0.385,1.085,2.247
-0.377,-2.017,-0.303
-0.378,0.981,2.244
-0.382,1.175,2.246
-0.374,-0.398,0.126
-0.373,0.824,-0.254
-0.389,1.144,0.244
-0.38,0.821,2.251
-0.382,1.224,2.243
-0.378,1.026,2.244
-0.378,0.926,2.242
-0.381,0.828,2.245
-0.368,-0.0,0.477
-0.375,1.273,2.23
-0.386,-2.192,0.38
-0.379,0.875,2.243
-0.393,-0.453,0.7
-0.371,1.276,1.524
-0.376,0.626,2.245
-0.378,0.778,2.244
-0.392,0.11,2.251
-0.375,0.727,2.241
-0.38,0.427,2.243
-0.382,0.672,2.242
-0.367,-2.139,-0.017
-0.375,1.279,1.675
-0.371,-0.69,2.02
-0.387,-2.096,-0.294
-0.385,-1.578,-0.31
-0.377,0.376,2.241
-0.378,0.477,2.243
-0.378,0.524,2.242
-0.379,0.325,2.242
-0.382,-2.149,0.065
-0.37,-0.671,1.827
-0.376,0.274,2.238
-0.386,-1.731,-0.294
-0.38,0.574,2.241
-0.37,-2.227,0.127
-0.366,1.241,0.287
-0.372,-0.668,1.671
-0.377,0.177,2.24
-0.379,-0.691,2.126
-0.376,-0.124,2.236
-0.377,0.226,2.237
-0.368,1.229,-0.034
-0.376,0.073,2.235
-0.376,-0.075,2.237
-0.377,0.001,2.237
-0.376,-0.223,2.234
-0.366,-0.404,0.078
-0.373,0.127,2.24
-0.375,-0.273,2.233
-0.376,-0.173,2.236
-0.376,-0.376,2.234
-0.376,-0.526,2.235
-0.374,-0.474,2.235
-0.369,0.667,-0.249
-0.375,-0.576,2.235
-0.374,-0.325,2.233
-0.375,-0.425,2.234
-0.375,-0.624,2.232
-0.372,1.279,1.975
-0.374,-0.673,2.231
-0.388,-0.618,0.888
-0.371,-0.684,1.92
-0.386,-1.998,-0.301
-0.374,1.278,2.075
-0.374,-0.802,1.098
-0.363,-2.228,0.092
-0.385,-1.0,0.563
-0.368,1.141,0.257
-0.382,-1.674,-0.307
-0.366,0.627,-0.249
-0.381,0.788,-0.249
-0.368,-0.011,0.278
-0.381,1.154,0.255
-0.368,-0.0,0.527
-0.367,-0.398,0.075
-0.374,-2.259,0.097
-0.364,-2.168,-0.224
-0.364,-2.121,-0.306
-0.377,-1.439,-0.298
-0.365,1.274,-0.076
-0.363,-1.484,-0.311
-0.366,-2.196,0.347
-0.361,-2.156,-0.125
-0.363,1.267,-0.174
-0.362,-2.16,-0.178
-0.364,-0.398,0.38
-0.363,1.264,-0.227
-0.364,-0.406,0.643
-0.372,-0.493,0.746
-0.371,-0.709,0.989
-0.359,-2.158,-0.269
-0.362,0.015,0.435
-0.358,-0.406,0.035
-0.368,1.171,2.253
-0.367,0.682,2.252
-0.367,0.763,2.25
-0.366,0.93,-0.249
-0.36,-1.524,-0.298
-0.359,1.254,-0.254
-0.358,-2.202,0.559
-0.361,-0.727,1.01
-0.355,-2.256,0.107
-0.359,-0.525,0.783
-0.354,1.244,0.305
-0.353,-0.396,0.031
-0.354,-0.757,1.043
-0.352,-0.399,0.413
-0.324,-0.407,0.375
-0.32,-0.408,0.471
-0.325,1.273,1.424
-0.337,1.273,0.622
-0.331,1.265,-0.226
-0.332,1.269,0.328
-0.326,1.279,0.724
-0.326,-0.411,0.525
-0.331,1.274,0.474
-0.321,-0.398,0.321
-0.324,-0.406,0.424
-0.325,-0.404,0.075
-0.329,1.274,0.126
-0.33,0.001,0.423
-0.331,1.274,0.225
-0.322,-0.405,0.011
-0.328,-2.219,0.077
-0.333,1.276,0.525
-0.325,-2.224,0.176
-0.343,-2.157,-0.129
-0.332,1.275,0.275
-0.325,-0.406,0.275
-0.324,-0.406,0.229
-0.32,1.237,0.279
-0.324,-2.228,0.275
-0.324,1.279,1.628
-0.333,1.273,-0.069
-0.325,1.274,1.174
-0.325,-0.406,0.325
-0.326,-0.412,0.579
-0.326,0.007,0.276
-0.329,1.274,0.009
-0.323,-0.404,0.174
-0.327,-0.661,1.225
-0.331,1.276,0.573
-0.325,-0.404,0.125
-0.331,1.273,0.375
-0.332,-2.163,0.572
-0.328,1.133,0.273
-0.326,1.278,0.924
-0.342,-2.204,0.53
-0.325,0.674,-0.248
-0.325,1.277,0.824
-0.32,-0.398,0.128
-0.323,-0.663,1.325
-0.328,-2.167,0.016
-0.326,-2.166,0.975
-0.33,1.274,0.175
-0.322,-0.398,0.372
-0.33,-2.218,0.426
-0.329,-2.171,0.522
-0.331,1.273,0.424
-0.324,-2.169,0.925
-0.323,0.626,-0.247
-0.327,-2.229,0.326
-0.335,-2.154,-0.08
-0.335,1.271,-0.129
-0.327,1.277,1.075
-0.327,-2.231,0.126
-0.322,1.279,1.723
-0.33,-0.67,1.816
-0.324,1.124,-0.255
-0.318,-0.398,0.009
-0.327,-2.222,0.473
-0.325,-0.662,1.274
-0.335,-1.489,-0.31
-0.32,-0.398,0.225
-0.324,1.275,1.33
-0.33,1.275,0.075
-0.325,1.272,1.275
-0.324,1.278,0.874
-0.32,-2.083,-0.31
-0.325,-2.216,0.376
-0.319,1.24,0.318
-0.324,1.239,-0.02
-0.325,0.973,-0.255
-0.32,-2.135,-0.278
-0.325,-2.165,-0.224
-0.326,1.179,-0.256
-0.325,-2.166,1.074
-0.339,-2.18,0.06
-0.325,-0.691,2.023
-0.318,-0.398,0.08
-0.324,-2.166,1.023
-0.331,-2.167,0.483
-0.325,1.273,1.477
-0.326,1.279,1.87
-0.323,1.072,-0.254
-0.327,1.273,1.224
-0.324,-2.167,1.174
-0.332,-2.159,0.63
-0.326,1.274,1.374
-0.325,0.001,0.238
-0.324,1.222,-0.254
-0.324,1.276,0.774
-0.326,-2.16,-0.177
-0.325,-2.164,0.776
-0.324,1.275,1.024
-0.324,-0.385,0.612
-0.324,-2.171,0.876
-0.326,-0.671,1.121
-0.324,-0.388,0.595
-0.311,0.001,0.328
-0.325,1.276,0.972
-0.324,-2.158,0.724
-0.324,0.778,-0.253
-0.328,1.275,0.678
-0.327,-0.672,1.783
-0.328,1.263,-0.171
-0.32,1.28,1.973
-0.322,-0.399,0.427
-0.328,-0.666,1.629
-0.324,-0.668,1.728
-0.321,-2.134,-0.072
-0.324,-2.166,0.827
-0.329,1.276,1.771
-0.327,-2.031,-0.307
-0.322,-2.132,-0.129
-0.328,1.276,1.578
-0.323,1.273,1.124
-0.325,-0.658,1.171
-0.324,0.873,-0.254
-0.324,-2.158,0.675
-0.325,0.002,0.476
-0.33,-0.693,2.133
-0.324,-2.168,1.126
-0.326,-2.16,-0.269
-0.326,0.728,-0.253
-0.323,-0.664,1.376
-0.323,0.925,-0.255
-0.327,-2.122,-0.306
-0.325,-0.464,0.714
-0.329,-2.252,0.24
-0.323,1.278,2.118
-0.337,-1.979,-0.304
-0.327,-2.228,0.224
-0.326,1.28,1.676
-0.324,0.827,-0.254
-0.324,1.024,-0.254
-0.321,-2.138,-0.03
-0.332,0.973,2.253
-0.335,1.177,2.244
-0.334,1.017,2.251
-0.324,-0.665,1.428
-0.334,0.887,2.252
-0.332,1.124,2.244
-0.328,-0.674,1.87
-0.334,1.028,2.246
-0.332,0.922,2.242
-0.334,0.872,2.243
-0.334,1.228,2.243
-0.333,1.074,2.242
-0.325,-0.664,1.476
-0.339,0.975,2.243
-0.322,-0.667,1.576
-0.333,0.824,2.242
-0.331,1.273,2.227
-0.332,0.727,2.242
-0.322,1.274,1.528
-0.326,0.627,-0.252
-0.331,0.776,2.242
-0.318,-0.398,0.273
-0.323,-1.519,-0.311
-0.332,0.677,2.241
-0.333,0.625,2.241
-0.332,0.428,2.243
-0.321,-0.794,1.089
-0.321,0.679,-0.252
-0.328,1.279,2.082
-0.332,0.522,2.243
-0.331,0.572,2.242
-0.326,-0.725,1.111
-0.322,-0.41,0.623
-0.332,0.474,2.24
-0.328,1.281,1.831
-0.332,0.326,2.241
-0.323,-2.029,-0.294
-0.321,0.726,-0.249
-0.325,0.819,-0.249
-0.332,0.376,2.24
-0.322,-0.668,1.677
-0.325,1.281,1.924
-0.331,0.077,2.238
-0.321,1.258,-0.254
-0.331,0.275,2.236
-0.331,0.127,2.238
-0.327,-0.0,0.375
-0.331,0.176,2.24
-0.325,-0.776,1.108
-0.325,0.765,-0.248
-0.33,0.001,2.236
-0.323,-0.397,0.176
-0.33,-0.074,2.236
-0.331,0.225,2.236
-0.32,-0.429,0.672
-0.329,-0.574,2.235
-0.318,-0.69,1.974
-0.328,-0.324,2.234
-0.329,-0.123,2.233
-0.329,-0.227,2.234
-0.33,-0.173,2.234
-0.334,-0.565,0.828
-0.33,-0.374,2.233
-0.329,-0.423,2.235
-0.329,-0.623,2.237
-0.329,-0.474,2.233
-0.329,-0.526,2.234
-0.328,-0.674,2.229
-0.329,-0.276,2.231
-0.327,-0.691,2.082
-0.321,-0.666,1.524
-0.32,-2.208,0.042
-0.334,-0.803,1.102
-0.324,-0.687,1.927
-0.324,1.279,2.028
-0.321,1.281,2.167
-0.319,-2.141,-0.229
-0.316,-1.441,-0.292
-0.318,-1.275,-0.244
-0.32,0.004,0.629
-0.315,0.589,-0.247
-0.33,1.151,0.275
-0.333,-2.053,-0.3
-0.315,0.004,0.53
-0.333,-0.496,0.751
-0.319,-0.693,2.169
-0.32,-2.135,-0.173
-0.332,-2.165,1.2
-0.312,-1.231,-0.229
-0.316,-2.257,0.323
-0.329,-1.314,-0.26
-0.313,1.233,-0.175
-0.328,0.598,-0.252
-0.313,1.233,-0.228
-0.312,0.003,0.578
-0.317,0.876,-0.249
-0.312,1.23,-0.127
-0.317,1.225,0.623
-0.313,-2.132,0.618
-0.31,-2.129,0.582
-0.318,1.23,-0.078
-0.314,-0.398,0.47
-0.311,-2.144,0.483
-0.319,-1.851,-0.3
-0.313,-1.594,-0.313
-0.309,-2.145,0.528
-0.309,-1.621,-0.31
-0.311,-2.251,0.456
-0.305,-2.185,0.415
-0.305,1.232,0.482
-0.305,1.189,-0.077
-0.305,1.223,0.583
-0.31,0.963,0.244
-0.304,1.23,0.371
-0.309,-1.602,-0.293
-0.309,-0.731,1.013
-0.309,-0.677,0.952
-0.308,1.248,0.248
-0.308,-1.683,-0.309
-0.303,1.236,0.528
-0.303,1.187,0.612
-0.303,-2.07,-0.095
-0.303,-2.081,-0.115
-0.305,1.244,0.17
-0.303,1.097,0.281
-0.305,-1.786,-0.304
-0.303,1.227,0.424
-0.304,-2.194,0.163
-0.304,1.245,0.123
-0.304,1.198,0.598
-0.302,1.244,0.071
-0.303,-1.709,-0.313
-0.303,-2.091,0.594
-0.303,-2.189,0.369
-0.302,-1.789,-0.297
-0.301,-2.194,0.126
-0.301,-1.121,-0.2
-0.301,-2.252,0.447
-0.301,-1.838,-0.295
-0.262,1.215,0.079
-0.275,1.277,0.775
-0.275,-0.405,0.324
-0.269,0.002,0.322
-0.275,-0.404,0.125
-0.274,-0.406,0.374
-0.278,-2.167,-0.175
-0.275,-0.405,0.228
-0.276,0.001,0.423
-0.276,0.723,-0.251
-0.267,-2.18,0.008
-0.269,-0.398,0.322
-0.3,-1.558,-0.306
-0.274,-0.404,0.002
-0.274,1.275,1.227
-0.274,-0.405,0.275
-0.271,0.576,-0.247
-0.276,0.974,-0.254
-0.299,-1.822,-0.291
-0.279,1.276,1.823
-0.275,-0.403,0.075
-0.275,-0.407,0.425
-0.276,-0.41,0.579
-0.279,-2.215,0.475
-0.283,1.087,0.285
-0.274,-0.399,0.001
-0.274,-2.165,1.171
-0.275,1.277,0.874
-0.279,0.78,-0.252
-0.282,-2.074,-0.308
-0.276,0.828,-0.254
-0.277,-2.225,0.166
-0.273,1.273,0.687
-0.262,1.215,0.472
-0.275,-0.404,0.175
-0.273,-2.159,0.675
-0.274,0.922,-0.254
-0.271,-0.398,0.227
-0.274,-2.18,0.418
-0.275,1.274,-0.142
-0.275,1.269,-0.226
-0.262,1.21,0.379
-0.275,1.275,1.175
-0.27,-0.399,0.272
-0.268,0.002,0.231
-0.276,-0.41,0.523
-0.28,-0.665,1.424
-0.281,-2.227,0.327
-0.3,-1.711,-0.307
-0.282,-2.124,-0.002
-0.276,1.277,0.975
-0.283,-2.177,0.071
-0.272,-0.398,0.125
-0.28,-2.129,-0.136
-0.266,1.211,0.275
-0.26,1.213,0.426
-0.274,0.875,-0.253
-0.274,-0.669,1.118
-0.281,-2.122,0.479
-0.267,1.219,0.574
-0.271,-0.399,0.417
-0.276,1.273,1.473
-0.275,-2.147,0.763
-0.278,-2.122,0.518
-0.276,0.624,-0.252
-0.275,-2.165,0.825
-0.276,1.278,0.826
-0.28,-2.221,0.287
-0.274,1.269,-0.173
-0.274,0.001,0.373
-0.275,0.001,0.472
-0.271,-0.398,0.074
-0.275,1.276,1.074
-0.275,1.274,1.278
-0.275,-0.408,0.473
-0.293,-2.178,0.219
-0.261,1.213,0.127
-0.274,-2.161,0.774
-0.273,-0.793,1.084
-0.276,-2.132,0.632
-0.275,0.675,-0.252
-0.276,-0.389,0.591
-0.275,0.582,-0.252
-0.272,1.28,2.077
-0.274,-2.165,0.876
-0.274,-0.724,1.112
-0.264,1.218,0.002
-0.289,-2.192,0.128
-0.286,-2.255,0.473
-0.29,-1.611,-0.305
-0.277,-2.132,-0.306
-0.277,-1.116,-0.193
-0.278,1.281,1.678
-0.275,1.275,1.525
-0.276,0.99,-0.249
-0.286,1.21,-0.065
-0.269,1.165,0.577
-0.275,1.275,1.024
-0.27,-0.398,0.177
-0.279,-2.12,0.566
-0.279,-0.67,1.824
-0.272,1.166,-0.072
-0.291,-1.519,-0.308
-0.276,-0.777,1.111
-0.299,-1.657,-0.304
-0.277,1.273,1.375
-0.274,1.276,0.725
-0.275,1.274,1.326
-0.267,-0.397,0.547
-0.273,-0.668,1.726
-0.27,1.165,0.616
-0.27,-0.399,-0.07
-0.273,-2.186,0.378
-0.278,-2.214,0.374
-0.273,1.276,1.622
-0.274,-2.164,-0.274
-0.269,1.169,0.474
-0.277,-0.69,2.074
-0.274,1.276,0.924
-0.27,-2.223,0.124
-0.275,-2.171,0.976
-0.281,0.88,-0.248
-0.26,1.211,0.174
-0.275,-0.666,1.528
-0.272,0.673,-0.247
-0.274,1.228,-0.256
-0.274,1.275,1.124
-0.262,1.219,0.518
-0.276,0.928,-0.248
-0.269,1.206,0.324
-0.274,0.623,-0.247
-0.269,-2.069,-0.114
-0.274,-0.657,1.175
-0.286,-2.279,0.272
-0.269,-2.189,0.477
-0.274,-2.177,-0.226
-0.273,-2.157,0.722
-0.269,-0.404,-0.069
-0.274,-2.172,0.927
-0.27,0.771,-0.249
-0.273,-0.661,1.23
-0.273,-0.666,1.476
-0.274,-2.162,1.025
-0.281,-2.125,-0.068
-0.297,-1.898,-0.289
-0.272,1.28,1.921
-0.275,-0.663,1.33
-0.277,-0.001,0.523
-0.295,-1.712,-0.29
-0.276,-0.662,1.275
-0.274,-2.067,0.575
-0.275,-0.687,1.935
-0.267,0.001,0.274
-0.275,1.025,-0.254
-0.274,-2.166,1.123
-0.274,-2.162,1.075
-0.276,1.274,1.429
-0.273,1.258,-0.255
-0.273,-2.069,-0.079
-0.269,1.17,0.522
-0.279,-2.275,0.321
-0.275,1.175,-0.255
-0.277,1.273,1.574
-0.277,-0.666,1.622
-0.267,-2.17,0.52
-0.274,-1.134,-0.207
-0.28,1.228,-0.119
-0.285,-1.615,-0.294
-0.285,1.02,2.254
-0.276,1.074,-0.254
-0.278,-0.801,1.104
-0.267,-2.226,0.081
-0.279,-2.175,0.18
-0.272,0.725,-0.248
-0.27,1.202,0.641
-0.276,1.173,2.242
-0.276,1.228,2.243
-0.274,1.078,2.244
-0.272,1.028,2.245
-0.275,1.126,-0.254
-0.264,-2.158,0.642
-0.267,1.17,0.375
-0.295,-0.598,0.865
-0.274,1.129,2.245
-0.268,1.207,0.225
-0.279,1.282,2.031
-0.275,0.826,2.245
-0.268,1.17,0.424
-0.274,-0.668,1.68
-0.275,0.926,2.245
-0.283,-0.802,1.097
-0.295,-1.751,-0.296
-0.273,-0.385,0.613
-0.278,1.28,1.775
-0.273,0.675,2.244
-0.274,0.974,2.243
-0.273,0.722,2.242
-0.273,0.577,2.244
-0.273,0.625,2.241
-0.273,0.775,2.243
-0.273,0.876,2.24
-0.281,-2.262,0.366
-0.272,0.426,2.241
-0.279,-2.046,-0.104
-0.274,1.272,2.23
-0.277,-0.399,0.484
-0.271,0.476,2.241
-0.269,-0.398,0.376
-0.273,0.224,2.241
-0.274,0.527,2.242
-0.272,0.375,2.241
-0.273,0.276,2.241
-0.279,1.238,0.662
-0.271,-0.664,1.38
-0.282,0.0,0.579
-0.268,1.176,0.276
-0.272,0.324,2.24
-0.277,1.28,1.879
-0.281,0.001,2.237
-0.281,-0.074,2.235
-0.271,0.126,2.237
-0.28,-0.174,2.239
-0.271,0.175,2.239
-0.282,0.077,2.237
-0.273,-0.667,1.574
-0.274,-2.063,0.607
-0.279,-0.692,2.024
-0.283,1.118,0.293
-0.273,0.823,-0.249
-0.267,1.175,0.225
-0.282,-0.125,2.236
-0.279,-0.224,2.237
-0.28,-0.275,2.233
-0.268,1.173,0.176
-0.271,-0.668,1.771
-0.28,-0.325,2.233
-0.28,-0.375,2.235
-0.276,-2.079,0.529
-0.268,1.174,0.328
-0.28,-0.477,2.231
-0.28,-0.426,2.236
-0.28,-0.524,2.233
-0.288,-0.002,0.607
-0.273,-2.163,-0.147
-0.278,-0.674,2.229
-0.28,-0.571,2.231
-0.28,-0.622,2.231
-0.29,-0.552,0.813
-0.273,-0.467,0.718
-0.29,-2.243,0.504
-0.266,1.169,0.076
-0.273,-2.149,0.728
-0.277,-2.215,0.44
-0.276,1.279,1.977
-0.28,-2.139,0.054
-0.289,-2.15,0.651
